level_0,index,word1,word2,answer,labels,text,kFold
34,34,みかん,ボール,球状,2,みかん[SEP]ボール[SEP]球状,1
35,35,みかん,ボール,球体,2,みかん[SEP]ボール[SEP]球体,1
36,36,みかん,ボール,丸い,1,みかん[SEP]ボール[SEP]丸い,1
37,37,みかん,ボール,縁がない,1,みかん[SEP]ボール[SEP]縁がない,1
38,38,みかん,ボール,大きさが似ている,1,みかん[SEP]ボール[SEP]大きさが似ている,1
39,39,みかん,ボール,形が似ている,1,みかん[SEP]ボール[SEP]形が似ている,1
40,40,みかん,ボール,転がる,1,みかん[SEP]ボール[SEP]転がる,1
41,41,みかん,ボール,手で持てる,1,みかん[SEP]ボール[SEP]手で持てる,1
42,42,みかん,ボール,真ん中に空白がある,0,みかん[SEP]ボール[SEP]真ん中に空白がある,1
43,43,みかん,ボール,硬い,0,みかん[SEP]ボール[SEP]硬い,1
44,44,みかん,ボール,2つの要素を合わせる,0,みかん[SEP]ボール[SEP]2つの要素を合わせる,1
45,45,みかん,ボール,探求する,0,みかん[SEP]ボール[SEP]探求する,1
46,46,みかん,ボール,人々が出逢う建物,0,みかん[SEP]ボール[SEP]人々が出逢う建物,1
47,47,太陽,電球,光を放つ,2,太陽[SEP]電球[SEP]光を放つ,1
48,48,太陽,電球,光を放出する,2,太陽[SEP]電球[SEP]光を放出する,1
49,49,太陽,電球,光を発する,2,太陽[SEP]電球[SEP]光を発する,1
50,50,太陽,電球,光をもたらす,2,太陽[SEP]電球[SEP]光をもたらす,1
51,51,太陽,電球,照らす,2,太陽[SEP]電球[SEP]照らす,1
52,52,太陽,電球,光源,2,太陽[SEP]電球[SEP]光源,1
53,53,太陽,電球,明かりとなるところ,2,太陽[SEP]電球[SEP]明かりとなるところ,1
54,54,太陽,電球,明るい,1,太陽[SEP]電球[SEP]明るい,1
55,55,太陽,電球,明るさを提供する,1,太陽[SEP]電球[SEP]明るさを提供する,1
56,56,太陽,電球,明るくできる,1,太陽[SEP]電球[SEP]明るくできる,1
57,57,太陽,電球,光り輝いている,1,太陽[SEP]電球[SEP]光り輝いている,1
58,58,太陽,電球,輝いている,1,太陽[SEP]電球[SEP]輝いている,1
59,59,太陽,電球,眩しい,1,太陽[SEP]電球[SEP]眩しい,1
60,60,太陽,電球,熱を持つ,1,太陽[SEP]電球[SEP]熱を持つ,1
61,61,太陽,電球,人々が出逢う建物,0,太陽[SEP]電球[SEP]人々が出逢う建物,1
62,62,太陽,電球,手繰り寄せる,0,太陽[SEP]電球[SEP]手繰り寄せる,1
63,63,太陽,電球,輝かしい,0,太陽[SEP]電球[SEP]輝かしい,1
64,64,太陽,電球,永遠だ,0,太陽[SEP]電球[SEP]永遠だ,1
65,65,太陽,電球,頭を使って解決できる,0,太陽[SEP]電球[SEP]頭を使って解決できる,1
66,66,太陽,電球,溺れることがある,0,太陽[SEP]電球[SEP]溺れることがある,1
67,67,太陽,電球,資産ができる,0,太陽[SEP]電球[SEP]資産ができる,1
68,68,紙,葉っぱ,平坦なシート,2,紙[SEP]葉っぱ[SEP]平坦なシート,1
69,69,紙,葉っぱ,薄いシート,2,紙[SEP]葉っぱ[SEP]薄いシート,1
70,70,紙,葉っぱ,植物,2,紙[SEP]葉っぱ[SEP]植物,1
71,71,紙,葉っぱ,木製,2,紙[SEP]葉っぱ[SEP]木製,1
72,72,紙,葉っぱ,木からできている,2,紙[SEP]葉っぱ[SEP]木からできている,1
73,73,紙,葉っぱ,食物繊維でできている,2,紙[SEP]葉っぱ[SEP]食物繊維でできている,1
74,74,紙,葉っぱ,セルロースでできている,2,紙[SEP]葉っぱ[SEP]セルロースでできている,1
75,75,紙,葉っぱ,引き裂ける,1,紙[SEP]葉っぱ[SEP]引き裂ける,1
76,76,紙,葉っぱ,千切れる,1,紙[SEP]葉っぱ[SEP]千切れる,1
77,77,紙,葉っぱ,折れ曲がる,1,紙[SEP]葉っぱ[SEP]折れ曲がる,1
78,78,紙,葉っぱ,ものを包める,1,紙[SEP]葉っぱ[SEP]ものを包める,1
79,79,紙,葉っぱ,軽い,1,紙[SEP]葉っぱ[SEP]軽い,1
80,80,紙,葉っぱ,脆い,1,紙[SEP]葉っぱ[SEP]脆い,1
81,81,紙,葉っぱ,薄い,1,紙[SEP]葉っぱ[SEP]薄い,1
82,82,紙,葉っぱ,平たい,1,紙[SEP]葉っぱ[SEP]平たい,1
83,83,紙,葉っぱ,燃えやすい,1,紙[SEP]葉っぱ[SEP]燃えやすい,1
84,84,紙,葉っぱ,書き込むことができる,1,紙[SEP]葉っぱ[SEP]書き込むことができる,1
85,85,紙,葉っぱ,連絡手段になる,1,紙[SEP]葉っぱ[SEP]連絡手段になる,1
86,86,紙,葉っぱ,トーラスに似ている,0,紙[SEP]葉っぱ[SEP]トーラスに似ている,1
87,87,紙,葉っぱ,説教する人がいる,0,紙[SEP]葉っぱ[SEP]説教する人がいる,1
88,88,紙,葉っぱ,眩しい,0,紙[SEP]葉っぱ[SEP]眩しい,1
89,89,紙,葉っぱ,どこかにつながっている,0,紙[SEP]葉っぱ[SEP]どこかにつながっている,1
90,90,紙,葉っぱ,引っかかる,0,紙[SEP]葉っぱ[SEP]引っかかる,1
91,91,紙,葉っぱ,張り巡らされている,0,紙[SEP]葉っぱ[SEP]張り巡らされている,1
92,92,紙,葉っぱ,どちらも羽がある,0,紙[SEP]葉っぱ[SEP]どちらも羽がある,1
93,93,紙,葉っぱ,貴重だ,0,紙[SEP]葉っぱ[SEP]貴重だ,1
94,94,紙,葉っぱ,依存性がある,0,紙[SEP]葉っぱ[SEP]依存性がある,1
95,95,山頂,針,先端が尖っている,2,山頂[SEP]針[SEP]先端が尖っている,1
96,96,山頂,針,尖っている,2,山頂[SEP]針[SEP]尖っている,1
97,97,山頂,針,先のとがっている,2,山頂[SEP]針[SEP]先のとがっている,1
98,98,山頂,針,凸型,2,山頂[SEP]針[SEP]凸型,1
99,99,山頂,針,とがり,2,山頂[SEP]針[SEP]とがり,1
100,100,山頂,針,鋭い,1,山頂[SEP]針[SEP]鋭い,1
101,101,山頂,針,棒状,1,山頂[SEP]針[SEP]棒状,1
102,102,山頂,針,突くことができる,1,山頂[SEP]針[SEP]突くことができる,1
103,103,山頂,針,先端が細い,1,山頂[SEP]針[SEP]先端が細い,1
104,104,山頂,針,頂点がある,1,山頂[SEP]針[SEP]頂点がある,1
105,105,山頂,針,建物,0,山頂[SEP]針[SEP]建物,1
106,106,山頂,針,飛ぶことができる,0,山頂[SEP]針[SEP]飛ぶことができる,1
107,107,山頂,針,飛ぶ,0,山頂[SEP]針[SEP]飛ぶ,1
108,108,山頂,針,継続的に通り過ぎる,0,山頂[SEP]針[SEP]継続的に通り過ぎる,1
109,109,山頂,針,続く,0,山頂[SEP]針[SEP]続く,1
110,110,道,川,交通路,2,道[SEP]川[SEP]交通路,1
111,111,道,川,小道,2,道[SEP]川[SEP]小道,1
112,112,道,川,移動できる,2,道[SEP]川[SEP]移動できる,1
113,113,道,川,進むことができる,2,道[SEP]川[SEP]進むことができる,1
114,114,道,川,渡ることができる,2,道[SEP]川[SEP]渡ることができる,1
115,115,道,川,ものを運ぶことができる,2,道[SEP]川[SEP]ものを運ぶことができる,1
116,116,道,川,交通手段,2,道[SEP]川[SEP]交通手段,1
117,117,道,川,動脈,2,道[SEP]川[SEP]動脈,1
118,118,道,川,どちらも流れる,1,道[SEP]川[SEP]どちらも流れる,1
119,119,道,川,連続する,1,道[SEP]川[SEP]連続する,1
120,120,道,川,続いている,1,道[SEP]川[SEP]続いている,1
121,121,道,川,長く続く,1,道[SEP]川[SEP]長く続く,1
122,122,道,川,長くて細い,1,道[SEP]川[SEP]長くて細い,1
123,123,道,川,どこかにつながっている,1,道[SEP]川[SEP]どこかにつながっている,1
124,124,道,川,筋になっている,1,道[SEP]川[SEP]筋になっている,1
125,125,道,川,真っ直ぐ,1,道[SEP]川[SEP]真っ直ぐ,1
126,126,道,川,幅が広い,1,道[SEP]川[SEP]幅が広い,1
127,127,道,川,曲がる,1,道[SEP]川[SEP]曲がる,1
128,128,道,川,自然にできる,1,道[SEP]川[SEP]自然にできる,1
129,129,道,川,山の間の谷にできる,1,道[SEP]川[SEP]山の間の谷にできる,1
130,130,道,川,ストレスにつながる,0,道[SEP]川[SEP]ストレスにつながる,1
131,131,道,川,2つの要素を一緒にする,0,道[SEP]川[SEP]2つの要素を一緒にする,1
132,132,道,川,建てるもの,0,道[SEP]川[SEP]建てるもの,1
133,133,道,川,制限する,0,道[SEP]川[SEP]制限する,1
134,134,道,川,遺物が収容されている,0,道[SEP]川[SEP]遺物が収容されている,1
135,135,道,川,囚われる,0,道[SEP]川[SEP]囚われる,1
136,136,道,川,先端が尖っている,0,道[SEP]川[SEP]先端が尖っている,1
137,137,道,川,殺す能力がある,0,道[SEP]川[SEP]殺す能力がある,1
138,138,道,川,首にかけられる,0,道[SEP]川[SEP]首にかけられる,1
139,139,道,川,飛ぶことができる,0,道[SEP]川[SEP]飛ぶことができる,1
140,140,愛,薬物,中毒性がある,2,愛[SEP]薬物[SEP]中毒性がある,1
141,141,愛,薬物,溺れることがある,2,愛[SEP]薬物[SEP]溺れることがある,1
142,142,愛,薬物,依存性がある,2,愛[SEP]薬物[SEP]依存性がある,1
143,143,愛,薬物,止められない,2,愛[SEP]薬物[SEP]止められない,1
144,144,愛,薬物,夢中になる,2,愛[SEP]薬物[SEP]夢中になる,1
145,145,愛,薬物,熱中させる,2,愛[SEP]薬物[SEP]熱中させる,1
146,146,愛,薬物,離れられない,2,愛[SEP]薬物[SEP]離れられない,1
147,147,愛,薬物,はまる,2,愛[SEP]薬物[SEP]はまる,1
148,148,愛,薬物,脳に影響を与える,2,愛[SEP]薬物[SEP]脳に影響を与える,1
149,149,愛,薬物,思考に影響を与える,2,愛[SEP]薬物[SEP]思考に影響を与える,1
150,150,愛,薬物,行動に影響を与える,2,愛[SEP]薬物[SEP]行動に影響を与える,1
151,151,愛,薬物,脳内物質を分泌させる,2,愛[SEP]薬物[SEP]脳内物質を分泌させる,1
152,152,愛,薬物,判断力を鈍らせる,2,愛[SEP]薬物[SEP]判断力を鈍らせる,1
153,153,愛,薬物,毒性がある,1,愛[SEP]薬物[SEP]毒性がある,1
154,154,愛,薬物,麻痺させる,1,愛[SEP]薬物[SEP]麻痺させる,1
155,155,愛,薬物,人を変える,1,愛[SEP]薬物[SEP]人を変える,1
156,156,愛,薬物,アドレナリンを与える,1,愛[SEP]薬物[SEP]アドレナリンを与える,1
157,157,愛,薬物,不合理なことをさせる,1,愛[SEP]薬物[SEP]不合理なことをさせる,1
158,158,愛,薬物,快感を与える,1,愛[SEP]薬物[SEP]快感を与える,1
159,159,愛,薬物,危険である,1,愛[SEP]薬物[SEP]危険である,1
160,160,愛,薬物,気持ちよくする,1,愛[SEP]薬物[SEP]気持ちよくする,1
161,161,愛,薬物,魅力がある,1,愛[SEP]薬物[SEP]魅力がある,1
162,162,愛,薬物,癒す,1,愛[SEP]薬物[SEP]癒す,1
163,163,愛,薬物,盲目になる,1,愛[SEP]薬物[SEP]盲目になる,1
164,164,愛,薬物,複数層からなる,0,愛[SEP]薬物[SEP]複数層からなる,1
165,165,愛,薬物,深いところにある,0,愛[SEP]薬物[SEP]深いところにある,1
166,166,愛,薬物,心の拠り所になる,0,愛[SEP]薬物[SEP]心の拠り所になる,1
167,167,愛,薬物,円形,0,愛[SEP]薬物[SEP]円形,1
168,168,愛,薬物,柔軟だ,0,愛[SEP]薬物[SEP]柔軟だ,1
169,169,愛,薬物,人々が出逢う建物,0,愛[SEP]薬物[SEP]人々が出逢う建物,1
170,170,愛,薬物,何かにつけることができる,0,愛[SEP]薬物[SEP]何かにつけることができる,1
171,171,愛,薬物,美しい,0,愛[SEP]薬物[SEP]美しい,1
172,172,愛,薬物,穏やかだ,0,愛[SEP]薬物[SEP]穏やかだ,1
173,173,愛,薬物,巡らされている,0,愛[SEP]薬物[SEP]巡らされている,1
174,174,愛,薬物,輝く,0,愛[SEP]薬物[SEP]輝く,1
175,175,愛,薬物,どちらも翼がある,0,愛[SEP]薬物[SEP]どちらも翼がある,1
176,176,山,障害物,乗り越えなければならない,2,山[SEP]障害物[SEP]乗り越えなければならない,1
177,177,山,障害物,超えなければならない,2,山[SEP]障害物[SEP]超えなければならない,1
178,178,山,障害物,乗り越えるのが難しい,2,山[SEP]障害物[SEP]乗り越えるのが難しい,1
179,179,山,障害物,越えるのが難しい,2,山[SEP]障害物[SEP]越えるのが難しい,1
180,180,山,障害物,進歩の障害だ,2,山[SEP]障害物[SEP]進歩の障害だ,1
181,181,山,障害物,進歩の障壁だ,2,山[SEP]障害物[SEP]進歩の障壁だ,1
182,182,山,障害物,邪魔になる,2,山[SEP]障害物[SEP]邪魔になる,1
183,183,山,障害物,行く手を阻む,2,山[SEP]障害物[SEP]行く手を阻む,1
184,184,山,障害物,立ちはだかる,2,山[SEP]障害物[SEP]立ちはだかる,1
185,185,山,障害物,行き先を塞ぐ,2,山[SEP]障害物[SEP]行き先を塞ぐ,1
186,186,山,障害物,苦労する,1,山[SEP]障害物[SEP]苦労する,1
187,187,山,障害物,進むのが難しい,1,山[SEP]障害物[SEP]進むのが難しい,1
188,188,山,障害物,進むのが険しい,1,山[SEP]障害物[SEP]進むのが険しい,1
189,189,山,障害物,進むのが困難,1,山[SEP]障害物[SEP]進むのが困難,1
190,190,山,障害物,大きい,1,山[SEP]障害物[SEP]大きい,1
191,191,山,障害物,高い,1,山[SEP]障害物[SEP]高い,1
192,192,山,障害物,隔てる,1,山[SEP]障害物[SEP]隔てる,1
193,193,山,障害物,視界を塞ぐ,1,山[SEP]障害物[SEP]視界を塞ぐ,1
194,194,山,障害物,壁,1,山[SEP]障害物[SEP]壁,1
195,195,山,障害物,いばらの道,1,山[SEP]障害物[SEP]いばらの道,1
196,196,山,障害物,融解する,0,山[SEP]障害物[SEP]融解する,1
197,197,山,障害物,尖っている,0,山[SEP]障害物[SEP]尖っている,1
198,198,山,障害物,歴史を知る,0,山[SEP]障害物[SEP]歴史を知る,1
199,199,山,障害物,根が腐るとおしまい,0,山[SEP]障害物[SEP]根が腐るとおしまい,1
200,200,山,障害物,行動に影響を与える,0,山[SEP]障害物[SEP]行動に影響を与える,1
201,201,山,障害物,持ち手がある,0,山[SEP]障害物[SEP]持ち手がある,1
202,202,山,障害物,走る,0,山[SEP]障害物[SEP]走る,1
203,203,山,障害物,凸型,0,山[SEP]障害物[SEP]凸型,1
204,204,山,障害物,2つの要素が結びつく,0,山[SEP]障害物[SEP]2つの要素が結びつく,1
205,205,山,障害物,遺物が収容されている,0,山[SEP]障害物[SEP]遺物が収容されている,1
206,206,輪っか,ネックレス,丸い,2,輪っか[SEP]ネックレス[SEP]丸い,1
207,207,輪っか,ネックレス,閉じた輪,2,輪っか[SEP]ネックレス[SEP]閉じた輪,1
208,208,輪っか,ネックレス,繋がった輪,2,輪っか[SEP]ネックレス[SEP]繋がった輪,1
209,209,輪っか,ネックレス,円形,2,輪っか[SEP]ネックレス[SEP]円形,1
210,210,輪っか,ネックレス,リング状,2,輪っか[SEP]ネックレス[SEP]リング状,1
211,211,輪っか,ネックレス,囲まれている,2,輪っか[SEP]ネックレス[SEP]囲まれている,1
212,212,輪っか,ネックレス,形が似ている,1,輪っか[SEP]ネックレス[SEP]形が似ている,1
213,213,輪っか,ネックレス,トーラスに似ている,1,輪っか[SEP]ネックレス[SEP]トーラスに似ている,1
214,214,輪っか,ネックレス,終わりがない,1,輪っか[SEP]ネックレス[SEP]終わりがない,1
215,215,輪っか,ネックレス,何かの周りを回る,1,輪っか[SEP]ネックレス[SEP]何かの周りを回る,1
216,216,輪っか,ネックレス,無限だ,1,輪っか[SEP]ネックレス[SEP]無限だ,1
217,217,輪っか,ネックレス,真ん中に空白がある,1,輪っか[SEP]ネックレス[SEP]真ん中に空白がある,1
218,218,輪っか,ネックレス,繋がっている,1,輪っか[SEP]ネックレス[SEP]繋がっている,1
219,219,輪っか,ネックレス,通すもの,1,輪っか[SEP]ネックレス[SEP]通すもの,1
220,220,輪っか,ネックレス,何かにつけることができる,1,輪っか[SEP]ネックレス[SEP]何かにつけることができる,1
221,221,輪っか,ネックレス,首にかけられる,1,輪っか[SEP]ネックレス[SEP]首にかけられる,1
222,222,輪っか,ネックレス,人間が設計している,0,輪っか[SEP]ネックレス[SEP]人間が設計している,1
223,223,輪っか,ネックレス,手で持てる,0,輪っか[SEP]ネックレス[SEP]手で持てる,1
224,224,輪っか,ネックレス,魅力がある,0,輪っか[SEP]ネックレス[SEP]魅力がある,1
225,225,輪っか,ネックレス,どちらも安らぎを提供するものだ,0,輪っか[SEP]ネックレス[SEP]どちらも安らぎを提供するものだ,1
226,226,輪っか,ネックレス,混乱する,0,輪っか[SEP]ネックレス[SEP]混乱する,1
227,227,輪っか,ネックレス,入り組んでいる,0,輪っか[SEP]ネックレス[SEP]入り組んでいる,1
228,228,輪っか,ネックレス,忘れたい過去がある,0,輪っか[SEP]ネックレス[SEP]忘れたい過去がある,1
229,229,輪っか,ネックレス,嫌な場所,0,輪っか[SEP]ネックレス[SEP]嫌な場所,1
230,230,なぞなぞ,迷宮,パズル,2,なぞなぞ[SEP]迷宮[SEP]パズル,1
231,231,なぞなぞ,迷宮,道筋がわかりにく,2,なぞなぞ[SEP]迷宮[SEP]道筋がわかりにく,1
232,232,なぞなぞ,迷宮,答えがわかりにくい,2,なぞなぞ[SEP]迷宮[SEP]答えがわかりにくい,1
233,233,なぞなぞ,迷宮,正解にたどりつきづらい,2,なぞなぞ[SEP]迷宮[SEP]正解にたどりつきづらい,1
234,234,なぞなぞ,迷宮,頭を使って解決できる,2,なぞなぞ[SEP]迷宮[SEP]頭を使って解決できる,1
235,235,なぞなぞ,迷宮,頭を使って答えを出す,2,なぞなぞ[SEP]迷宮[SEP]頭を使って答えを出す,1
236,236,なぞなぞ,迷宮,頭を使って答えを探す,2,なぞなぞ[SEP]迷宮[SEP]頭を使って答えを探す,1
237,237,なぞなぞ,迷宮,解決できる,2,なぞなぞ[SEP]迷宮[SEP]解決できる,1
238,238,なぞなぞ,迷宮,答えを探す,2,なぞなぞ[SEP]迷宮[SEP]答えを探す,1
239,239,なぞなぞ,迷宮,答えを出す,2,なぞなぞ[SEP]迷宮[SEP]答えを出す,1
240,240,なぞなぞ,迷宮,ハマったら抜け出せない,2,なぞなぞ[SEP]迷宮[SEP]ハマったら抜け出せない,1
241,241,なぞなぞ,迷宮,複雑だ,1,なぞなぞ[SEP]迷宮[SEP]複雑だ,1
242,242,なぞなぞ,迷宮,難しい,1,なぞなぞ[SEP]迷宮[SEP]難しい,1
243,243,なぞなぞ,迷宮,こんがらがっている,1,なぞなぞ[SEP]迷宮[SEP]こんがらがっている,1
244,244,なぞなぞ,迷宮,挑戦的だ,1,なぞなぞ[SEP]迷宮[SEP]挑戦的だ,1
245,245,なぞなぞ,迷宮,一筋縄ではいかない,1,なぞなぞ[SEP]迷宮[SEP]一筋縄ではいかない,1
246,246,なぞなぞ,迷宮,混乱する,1,なぞなぞ[SEP]迷宮[SEP]混乱する,1
247,247,なぞなぞ,迷宮,トリッキーだ,1,なぞなぞ[SEP]迷宮[SEP]トリッキーだ,1
248,248,なぞなぞ,迷宮,ミステリアスだ,1,なぞなぞ[SEP]迷宮[SEP]ミステリアスだ,1
249,249,なぞなぞ,迷宮,悩む,1,なぞなぞ[SEP]迷宮[SEP]悩む,1
250,250,なぞなぞ,迷宮,迷う,1,なぞなぞ[SEP]迷宮[SEP]迷う,1
251,251,なぞなぞ,迷宮,頭を使う,1,なぞなぞ[SEP]迷宮[SEP]頭を使う,1
252,252,なぞなぞ,迷宮,解読する,1,なぞなぞ[SEP]迷宮[SEP]解読する,1
253,253,なぞなぞ,迷宮,探求する,1,なぞなぞ[SEP]迷宮[SEP]探求する,1
254,254,なぞなぞ,迷宮,進むのが険しい,0,なぞなぞ[SEP]迷宮[SEP]進むのが険しい,1
255,255,なぞなぞ,迷宮,奥底にある,0,なぞなぞ[SEP]迷宮[SEP]奥底にある,1
256,256,なぞなぞ,迷宮,トーラスに似ている,0,なぞなぞ[SEP]迷宮[SEP]トーラスに似ている,1
257,257,なぞなぞ,迷宮,飛ぶことができる,0,なぞなぞ[SEP]迷宮[SEP]飛ぶことができる,1
258,258,なぞなぞ,迷宮,苦痛だ,0,なぞなぞ[SEP]迷宮[SEP]苦痛だ,1
259,259,なぞなぞ,迷宮,どちらも流れる,0,なぞなぞ[SEP]迷宮[SEP]どちらも流れる,1
260,260,なぞなぞ,迷宮,根を張る,0,なぞなぞ[SEP]迷宮[SEP]根を張る,1
261,261,なぞなぞ,迷宮,無限だ,0,なぞなぞ[SEP]迷宮[SEP]無限だ,1
262,262,なぞなぞ,迷宮,屋台骨を持つ,0,なぞなぞ[SEP]迷宮[SEP]屋台骨を持つ,1
263,263,なぞなぞ,迷宮,柔軟だ,0,なぞなぞ[SEP]迷宮[SEP]柔軟だ,1
264,264,なぞなぞ,迷宮,平坦なシート,0,なぞなぞ[SEP]迷宮[SEP]平坦なシート,1
265,265,なぞなぞ,迷宮,筋になっている,0,なぞなぞ[SEP]迷宮[SEP]筋になっている,1
266,266,時間,川,一方向に流れる,2,時間[SEP]川[SEP]一方向に流れる,1
267,267,時間,川,常に通り過ぎる,2,時間[SEP]川[SEP]常に通り過ぎる,1
268,268,時間,川,継続的に通り過ぎる,2,時間[SEP]川[SEP]継続的に通り過ぎる,1
269,269,時間,川,常に向かっていく,2,時間[SEP]川[SEP]常に向かっていく,1
270,270,時間,川,常に前進する,2,時間[SEP]川[SEP]常に前進する,1
271,271,時間,川,常に流れる,2,時間[SEP]川[SEP]常に流れる,1
272,272,時間,川,継続的に前進する,2,時間[SEP]川[SEP]継続的に前進する,1
273,273,時間,川,継続的に流れる,2,時間[SEP]川[SEP]継続的に流れる,1
274,274,時間,川,動き続ける,2,時間[SEP]川[SEP]動き続ける,1
275,275,時間,川,連続する,1,時間[SEP]川[SEP]連続する,1
276,276,時間,川,止められない,1,時間[SEP]川[SEP]止められない,1
277,277,時間,川,不可抗力,1,時間[SEP]川[SEP]不可抗力,1
278,278,時間,川,終わらない,1,時間[SEP]川[SEP]終わらない,1
279,279,時間,川,果てしない,1,時間[SEP]川[SEP]果てしない,1
280,280,時間,川,永遠だ,1,時間[SEP]川[SEP]永遠だ,1
281,281,時間,川,走っている,1,時間[SEP]川[SEP]走っている,1
282,282,時間,川,走る,1,時間[SEP]川[SEP]走る,1
283,283,時間,川,穏やか,1,時間[SEP]川[SEP]穏やか,1
284,284,時間,川,神秘的だ,1,時間[SEP]川[SEP]神秘的だ,1
285,285,時間,川,速い,1,時間[SEP]川[SEP]速い,1
286,286,時間,川,続く,1,時間[SEP]川[SEP]続く,1
287,287,時間,川,脳内物質を分泌させる,0,時間[SEP]川[SEP]脳内物質を分泌させる,1
288,288,時間,川,危険である,0,時間[SEP]川[SEP]危険である,1
289,289,時間,川,球状,0,時間[SEP]川[SEP]球状,1
290,290,時間,川,何かにつけることができる,0,時間[SEP]川[SEP]何かにつけることができる,1
291,291,時間,川,輝かしい,0,時間[SEP]川[SEP]輝かしい,1
292,292,時間,川,過去のものが収蔵されている,0,時間[SEP]川[SEP]過去のものが収蔵されている,1
293,293,時間,川,出てくるところ,0,時間[SEP]川[SEP]出てくるところ,1
294,294,時間,川,快感を与える,0,時間[SEP]川[SEP]快感を与える,1
295,295,時間,川,武具,0,時間[SEP]川[SEP]武具,1
296,296,時間,川,人を傷つける,0,時間[SEP]川[SEP]人を傷つける,1
297,297,会社,木,階層構造を持つ,2,会社[SEP]木[SEP]階層構造を持つ,1
298,298,会社,木,ボトムアップ構造を持つ,2,会社[SEP]木[SEP]ボトムアップ構造を持つ,1
299,299,会社,木,階層的だ,2,会社[SEP]木[SEP]階層的だ,1
300,300,会社,木,組織的だ,2,会社[SEP]木[SEP]組織的だ,1
301,301,会社,木,分岐している,2,会社[SEP]木[SEP]分岐している,1
302,302,会社,木,枝葉がついている,2,会社[SEP]木[SEP]枝葉がついている,1
303,303,会社,木,枝状になっている,2,会社[SEP]木[SEP]枝状になっている,1
304,304,会社,木,枝分かれしている,2,会社[SEP]木[SEP]枝分かれしている,1
305,305,会社,木,どちらも成長する,1,会社[SEP]木[SEP]どちらも成長する,1
306,306,会社,木,強い基盤を持つ,1,会社[SEP]木[SEP]強い基盤を持つ,1
307,307,会社,木,土台を持つ,1,会社[SEP]木[SEP]土台を持つ,1
308,308,会社,木,屋台骨を持つ,1,会社[SEP]木[SEP]屋台骨を持つ,1
